strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
JU2017	F31B9.8	WBGene00304798	F31B9.8	1.75085743950487	STR_13083	STR length	16	REF
JU2106	F31B9.8	WBGene00304798	F31B9.8	1.00087983889208	STR_13083	STR length	16	REF
JU2141	F31B9.8	WBGene00304798	F31B9.8	1.65916666903633	STR_13083	STR length	16	REF
JU2234	F31B9.8	WBGene00304798	F31B9.8	0.757828261012644	STR_13083	STR length	16	REF
JU2257	F31B9.8	WBGene00304798	F31B9.8	1.20326063073537	STR_13083	STR length	16	REF
JU2466	F31B9.8	WBGene00304798	F31B9.8	0.64574786413629	STR_13083	STR length	16	REF
JU2478	F31B9.8	WBGene00304798	F31B9.8	1.31164446048641	STR_13083	STR length	16	REF
JU2513	F31B9.8	WBGene00304798	F31B9.8	1.57290119549446	STR_13083	STR length	16	REF
JU2534	F31B9.8	WBGene00304798	F31B9.8	0.706217890863902	STR_13083	STR length	16	REF
JU2565	F31B9.8	WBGene00304798	F31B9.8	0.847675453469723	STR_13083	STR length	16	REF
JU2566	F31B9.8	WBGene00304798	F31B9.8	1.22768222646376	STR_13083	STR length	16	REF
JU2572	F31B9.8	WBGene00304798	F31B9.8	1.40221345481371	STR_13083	STR length	16	REF
JU2575	F31B9.8	WBGene00304798	F31B9.8	1.19805043803854	STR_13083	STR length	16	REF
JU2576	F31B9.8	WBGene00304798	F31B9.8	1.55817885212229	STR_13083	STR length	16	REF
JU2578	F31B9.8	WBGene00304798	F31B9.8	1.93914924814958	STR_13083	STR length	16	REF
JU2581	F31B9.8	WBGene00304798	F31B9.8	1.65501192026362	STR_13083	STR length	16	REF
JU2586	F31B9.8	WBGene00304798	F31B9.8	0.833977972548551	STR_13083	STR length	16	REF
JU2592	F31B9.8	WBGene00304798	F31B9.8	1.16752097271187	STR_13083	STR length	16	REF
JU2600	F31B9.8	WBGene00304798	F31B9.8	1.24890667648327	STR_13083	STR length	16	REF
JU2610	F31B9.8	WBGene00304798	F31B9.8	1.6929012122307	STR_13083	STR length	16	REF
JU2619	F31B9.8	WBGene00304798	F31B9.8	1.89052152885505	STR_13083	STR length	16	REF
JU2811	F31B9.8	WBGene00304798	F31B9.8	2.78389831527153	STR_13083	STR length	16	REF
JU2838	F31B9.8	WBGene00304798	F31B9.8	2.29398468695212	STR_13083	STR length	16	REF
JU2841	F31B9.8	WBGene00304798	F31B9.8	1.85252496783817	STR_13083	STR length	16	REF
JU2853	F31B9.8	WBGene00304798	F31B9.8	0.0376904564360942	STR_13083	STR length	16	REF
JU2862	F31B9.8	WBGene00304798	F31B9.8	1.14536074026099	STR_13083	STR length	16	REF
JU2866	F31B9.8	WBGene00304798	F31B9.8	1.06136114761979	STR_13083	STR length	16	REF
JU2879	F31B9.8	WBGene00304798	F31B9.8	1.00347761831766	STR_13083	STR length	16	REF
JU2906	F31B9.8	WBGene00304798	F31B9.8	1.11313770408857	STR_13083	STR length	16	REF
JU2907	F31B9.8	WBGene00304798	F31B9.8	1.04384783531475	STR_13083	STR length	16	REF
JU310	F31B9.8	WBGene00304798	F31B9.8	1.22315974641318	STR_13083	STR length	16	REF
JU311	F31B9.8	WBGene00304798	F31B9.8	0.980059318908097	STR_13083	STR length	16	REF
JU3128	F31B9.8	WBGene00304798	F31B9.8	1.09220200483757	STR_13083	STR length	16	REF
JU3132	F31B9.8	WBGene00304798	F31B9.8	1.46204531892558	STR_13083	STR length	16	REF
JU3134	F31B9.8	WBGene00304798	F31B9.8	1.56901916496751	STR_13083	STR length	16	REF
JU3144	F31B9.8	WBGene00304798	F31B9.8	1.71060829169483	STR_13083	STR length	16	REF
JU323	F31B9.8	WBGene00304798	F31B9.8	1.60796764422845	STR_13083	STR length	16	REF
JU346	F31B9.8	WBGene00304798	F31B9.8	1.34395958735134	STR_13083	STR length	16	REF
JU360	F31B9.8	WBGene00304798	F31B9.8	1.20012755235204	STR_13083	STR length	16	REF
JU367	F31B9.8	WBGene00304798	F31B9.8	1.01781262312942	STR_13083	STR length	16	REF
JU394	F31B9.8	WBGene00304798	F31B9.8	0.919568294308384	STR_13083	STR length	16	REF
JU406	F31B9.8	WBGene00304798	F31B9.8	1.54315183082626	STR_13083	STR length	16	REF
JU440	F31B9.8	WBGene00304798	F31B9.8	0.980400220444288	STR_13083	STR length	16	REF
JU642	F31B9.8	WBGene00304798	F31B9.8	0.571587537776791	STR_13083	STR length	16	REF
JU782	F31B9.8	WBGene00304798	F31B9.8	1.12149707186125	STR_13083	STR length	16	REF
JU830	F31B9.8	WBGene00304798	F31B9.8	1.87707947115525	STR_13083	STR length	16	REF
JU847	F31B9.8	WBGene00304798	F31B9.8	1.69362616077381	STR_13083	STR length	16	REF
KR314	F31B9.8	WBGene00304798	F31B9.8	1.82845589241058	STR_13083	STR length	16	REF
MY16	F31B9.8	WBGene00304798	F31B9.8	1.21086841171936	STR_13083	STR length	16	REF
MY18	F31B9.8	WBGene00304798	F31B9.8	2.02520595318071	STR_13083	STR length	16	REF
MY1	F31B9.8	WBGene00304798	F31B9.8	1.45140325976301	STR_13083	STR length	16	REF
MY2147	F31B9.8	WBGene00304798	F31B9.8	1.12619251353646	STR_13083	STR length	16	REF
MY2212	F31B9.8	WBGene00304798	F31B9.8	1.44428305377431	STR_13083	STR length	16	REF
MY2573	F31B9.8	WBGene00304798	F31B9.8	1.09512694000111	STR_13083	STR length	16	REF
MY2585	F31B9.8	WBGene00304798	F31B9.8	1.65266596209422	STR_13083	STR length	16	REF
MY2713	F31B9.8	WBGene00304798	F31B9.8	1.88632092216654	STR_13083	STR length	16	REF
MY518	F31B9.8	WBGene00304798	F31B9.8	1.19283627775336	STR_13083	STR length	16	REF
MY772	F31B9.8	WBGene00304798	F31B9.8	1.37188659250475	STR_13083	STR length	16	REF
MY795	F31B9.8	WBGene00304798	F31B9.8	2.1493443386118	STR_13083	STR length	16	REF
MY920	F31B9.8	WBGene00304798	F31B9.8	1.54963214003599	STR_13083	STR length	16	REF
N2	F31B9.8	WBGene00304798	F31B9.8	1.34003182955789	STR_13083	STR length	16	REF
NIC166	F31B9.8	WBGene00304798	F31B9.8	1.32548042216249	STR_13083	STR length	16	REF
NIC199	F31B9.8	WBGene00304798	F31B9.8	1.65007992758734	STR_13083	STR length	16	REF
NIC1	F31B9.8	WBGene00304798	F31B9.8	1.39637270432083	STR_13083	STR length	16	REF
NIC231	F31B9.8	WBGene00304798	F31B9.8	0.744535266881871	STR_13083	STR length	16	REF
NIC242	F31B9.8	WBGene00304798	F31B9.8	1.32522851699707	STR_13083	STR length	16	REF
NIC251	F31B9.8	WBGene00304798	F31B9.8	0.314637266140786	STR_13083	STR length	16	REF
NIC252	F31B9.8	WBGene00304798	F31B9.8	0.900851602937012	STR_13083	STR length	16	REF
NIC255	F31B9.8	WBGene00304798	F31B9.8	1.49337796080813	STR_13083	STR length	16	REF
NIC259	F31B9.8	WBGene00304798	F31B9.8	0.720289708203536	STR_13083	STR length	16	REF
NIC265	F31B9.8	WBGene00304798	F31B9.8	1.87976454377465	STR_13083	STR length	16	REF
NIC266	F31B9.8	WBGene00304798	F31B9.8	1.44307437030083	STR_13083	STR length	16	REF
NIC267	F31B9.8	WBGene00304798	F31B9.8	1.94351736267289	STR_13083	STR length	16	REF
NIC268	F31B9.8	WBGene00304798	F31B9.8	1.64471289457923	STR_13083	STR length	16	REF
NIC277	F31B9.8	WBGene00304798	F31B9.8	1.0830955193293	STR_13083	STR length	16	REF
NIC2	F31B9.8	WBGene00304798	F31B9.8	1.28574268767603	STR_13083	STR length	16	REF
NIC3	F31B9.8	WBGene00304798	F31B9.8	1.29391354225117	STR_13083	STR length	16	REF
NIC501	F31B9.8	WBGene00304798	F31B9.8	1.8228872844637	STR_13083	STR length	16	REF
NIC511	F31B9.8	WBGene00304798	F31B9.8	1.60629161935923	STR_13083	STR length	16	REF
NIC515	F31B9.8	WBGene00304798	F31B9.8	1.94053324058241	STR_13083	STR length	16	REF
NIC523	F31B9.8	WBGene00304798	F31B9.8	1.3047632318226	STR_13083	STR length	16	REF
NIC526	F31B9.8	WBGene00304798	F31B9.8	1.30569490116432	STR_13083	STR length	16	REF
NIC527	F31B9.8	WBGene00304798	F31B9.8	1.76988199395582	STR_13083	STR length	16	REF
NIC528	F31B9.8	WBGene00304798	F31B9.8	1.74050834404304	STR_13083	STR length	16	REF
NIC529	F31B9.8	WBGene00304798	F31B9.8	1.17645784864413	STR_13083	STR length	16	REF
PS2025	F31B9.8	WBGene00304798	F31B9.8	1.08186252672984	STR_13083	STR length	16	REF
PX179	F31B9.8	WBGene00304798	F31B9.8	1.16476299629507	STR_13083	STR length	16	REF
QG2075	F31B9.8	WBGene00304798	F31B9.8	2.002013710071	STR_13083	STR length	16	REF
QG556	F31B9.8	WBGene00304798	F31B9.8	1.1816270353583	STR_13083	STR length	16	REF
QW947	F31B9.8	WBGene00304798	F31B9.8	1.75056682101688	STR_13083	STR length	16	REF
QX1212	F31B9.8	WBGene00304798	F31B9.8	0.532225802652171	STR_13083	STR length	16	REF
QX1233	F31B9.8	WBGene00304798	F31B9.8	1.19984916914745	STR_13083	STR length	16	REF
QX1791	F31B9.8	WBGene00304798	F31B9.8	3.52640438966461	STR_13083	STR length	16	REF
QX1792	F31B9.8	WBGene00304798	F31B9.8	0.272570899771542	STR_13083	STR length	16	REF
QX1794	F31B9.8	WBGene00304798	F31B9.8	1.42218900485074	STR_13083	STR length	16	REF
RC301	F31B9.8	WBGene00304798	F31B9.8	1.60675898428803	STR_13083	STR length	16	REF
WN2050	F31B9.8	WBGene00304798	F31B9.8	1.57511200343367	STR_13083	STR length	16	REF
XZ1513	F31B9.8	WBGene00304798	F31B9.8	0.660690266541171	STR_13083	STR length	16	REF
XZ1515	F31B9.8	WBGene00304798	F31B9.8	0.942075338405749	STR_13083	STR length	16	REF
CX11271	F31B9.8	WBGene00304798	F31B9.8	0.683436222203655	STR_13083	STR length	15	ALT
CX11285	F31B9.8	WBGene00304798	F31B9.8	0.61210689587433	STR_13083	STR length	15	ALT
ECA363	F31B9.8	WBGene00304798	F31B9.8	0.983969499663501	STR_13083	STR length	15	ALT
ECA705	F31B9.8	WBGene00304798	F31B9.8	1.27150072852276	STR_13083	STR length	15	ALT
ECA743	F31B9.8	WBGene00304798	F31B9.8	0.992922946056677	STR_13083	STR length	15	ALT
ECA745	F31B9.8	WBGene00304798	F31B9.8	1.88262630965971	STR_13083	STR length	15	ALT
ECA923	F31B9.8	WBGene00304798	F31B9.8	1.76307332051137	STR_13083	STR length	15	ALT
ED3040	F31B9.8	WBGene00304798	F31B9.8	0.69041985864265	STR_13083	STR length	15	ALT
JU1242	F31B9.8	WBGene00304798	F31B9.8	0.428579276688004	STR_13083	STR length	15	ALT
JU1409	F31B9.8	WBGene00304798	F31B9.8	0.820290322061304	STR_13083	STR length	15	ALT
JU1491	F31B9.8	WBGene00304798	F31B9.8	0.579111672616431	STR_13083	STR length	15	ALT
JU2001	F31B9.8	WBGene00304798	F31B9.8	0.365513316023848	STR_13083	STR length	15	ALT
JU2131	F31B9.8	WBGene00304798	F31B9.8	0.712200299968406	STR_13083	STR length	15	ALT
JU2250	F31B9.8	WBGene00304798	F31B9.8	0.483796587658042	STR_13083	STR length	15	ALT
JU2519	F31B9.8	WBGene00304798	F31B9.8	0.835731579861488	STR_13083	STR length	15	ALT
JU2522	F31B9.8	WBGene00304798	F31B9.8	0.859827676860495	STR_13083	STR length	15	ALT
JU2526	F31B9.8	WBGene00304798	F31B9.8	0.626405524934484	STR_13083	STR length	15	ALT
JU2570	F31B9.8	WBGene00304798	F31B9.8	0.627434721099809	STR_13083	STR length	15	ALT
JU3140	F31B9.8	WBGene00304798	F31B9.8	0.594087105962476	STR_13083	STR length	15	ALT
JU397	F31B9.8	WBGene00304798	F31B9.8	0.827103988662079	STR_13083	STR length	15	ALT
JU774	F31B9.8	WBGene00304798	F31B9.8	0.452751035798006	STR_13083	STR length	15	ALT
JU775	F31B9.8	WBGene00304798	F31B9.8	0.782701241645488	STR_13083	STR length	15	ALT
JU778	F31B9.8	WBGene00304798	F31B9.8	0.554963874310728	STR_13083	STR length	15	ALT
JU792	F31B9.8	WBGene00304798	F31B9.8	0.451508619160912	STR_13083	STR length	15	ALT
LKC34	F31B9.8	WBGene00304798	F31B9.8	0.801030498990452	STR_13083	STR length	15	ALT
MY10	F31B9.8	WBGene00304798	F31B9.8	1.23524189596389	STR_13083	STR length	15	ALT
MY23	F31B9.8	WBGene00304798	F31B9.8	1.29009334284679	STR_13083	STR length	15	ALT
NIC207	F31B9.8	WBGene00304798	F31B9.8	0.481243501889298	STR_13083	STR length	15	ALT
NIC236	F31B9.8	WBGene00304798	F31B9.8	0.788499980082414	STR_13083	STR length	15	ALT
NIC256	F31B9.8	WBGene00304798	F31B9.8	0.177425760568474	STR_13083	STR length	15	ALT
NIC258	F31B9.8	WBGene00304798	F31B9.8	0.711420783743273	STR_13083	STR length	15	ALT
NIC260	F31B9.8	WBGene00304798	F31B9.8	0.564098087950038	STR_13083	STR length	15	ALT
NIC261	F31B9.8	WBGene00304798	F31B9.8	0.888694274315284	STR_13083	STR length	15	ALT
NIC271	F31B9.8	WBGene00304798	F31B9.8	-0.216458322882561	STR_13083	STR length	15	ALT
NIC274	F31B9.8	WBGene00304798	F31B9.8	0.2406474033873	STR_13083	STR length	15	ALT
NIC275	F31B9.8	WBGene00304798	F31B9.8	0.766188376914175	STR_13083	STR length	15	ALT
NIC276	F31B9.8	WBGene00304798	F31B9.8	0.864145763367244	STR_13083	STR length	15	ALT
NIC513	F31B9.8	WBGene00304798	F31B9.8	0.857715174347233	STR_13083	STR length	15	ALT
NIC514	F31B9.8	WBGene00304798	F31B9.8	0.5479437293305	STR_13083	STR length	15	ALT
QX1793	F31B9.8	WBGene00304798	F31B9.8	-0.275172619649326	STR_13083	STR length	15	ALT
AB1	F31B9.8	WBGene00304798	F31B9.8	0.953761102339482	STR_13795	STR length	30	REF
BRC20263	F31B9.8	WBGene00304798	F31B9.8	1.14893247329357	STR_13795	STR length	30	REF
CB4852	F31B9.8	WBGene00304798	F31B9.8	0.862970157242738	STR_13795	STR length	30	REF
CB4856	F31B9.8	WBGene00304798	F31B9.8	1.65090392399918	STR_13795	STR length	30	REF
CX11254	F31B9.8	WBGene00304798	F31B9.8	2.20832219022432	STR_13795	STR length	30	REF
CX11262	F31B9.8	WBGene00304798	F31B9.8	1.25091419344103	STR_13795	STR length	30	REF
CX11264	F31B9.8	WBGene00304798	F31B9.8	0.961628744892489	STR_13795	STR length	30	REF
CX11276	F31B9.8	WBGene00304798	F31B9.8	1.88418440975506	STR_13795	STR length	30	REF
CX11292	F31B9.8	WBGene00304798	F31B9.8	1.32276689463856	STR_13795	STR length	30	REF
CX11307	F31B9.8	WBGene00304798	F31B9.8	1.769124524307	STR_13795	STR length	30	REF
CX11314	F31B9.8	WBGene00304798	F31B9.8	1.4260423109816	STR_13795	STR length	30	REF
DL200	F31B9.8	WBGene00304798	F31B9.8	1.63640681029685	STR_13795	STR length	30	REF
DL226	F31B9.8	WBGene00304798	F31B9.8	2.23970416779269	STR_13795	STR length	30	REF
ECA189	F31B9.8	WBGene00304798	F31B9.8	1.2403121170056	STR_13795	STR length	30	REF
CB4855	F31B9.8	WBGene00304798	F31B9.8	1.28278786529897	STR_13795	STR length	30	REF
CB4857	F31B9.8	WBGene00304798	F31B9.8	1.39219456307088	STR_13795	STR length	30	REF
CB4858	F31B9.8	WBGene00304798	F31B9.8	1.14801880316422	STR_13795	STR length	30	REF
PB306	F31B9.8	WBGene00304798	F31B9.8	1.94508846724697	STR_13795	STR length	30	REF
ECA349	F31B9.8	WBGene00304798	F31B9.8	1.20701131903236	STR_13795	STR length	30	REF
ECA363	F31B9.8	WBGene00304798	F31B9.8	0.983969499663501	STR_13795	STR length	30	REF
ECA592	F31B9.8	WBGene00304798	F31B9.8	1.22064120441356	STR_13795	STR length	30	REF
ECA594	F31B9.8	WBGene00304798	F31B9.8	0.973916188420453	STR_13795	STR length	30	REF
ECA703	F31B9.8	WBGene00304798	F31B9.8	1.4868527717855	STR_13795	STR length	30	REF
ECA705	F31B9.8	WBGene00304798	F31B9.8	1.27150072852276	STR_13795	STR length	30	REF
ECA710	F31B9.8	WBGene00304798	F31B9.8	1.63053791023104	STR_13795	STR length	30	REF
ECA738	F31B9.8	WBGene00304798	F31B9.8	0.726513151768971	STR_13795	STR length	30	REF
ECA743	F31B9.8	WBGene00304798	F31B9.8	0.992922946056677	STR_13795	STR length	30	REF
ECA745	F31B9.8	WBGene00304798	F31B9.8	1.88262630965971	STR_13795	STR length	30	REF
ECA777	F31B9.8	WBGene00304798	F31B9.8	2.29946714783628	STR_13795	STR length	30	REF
ECA812	F31B9.8	WBGene00304798	F31B9.8	2.19835634375832	STR_13795	STR length	30	REF
ECA923	F31B9.8	WBGene00304798	F31B9.8	1.76307332051137	STR_13795	STR length	30	REF
ED3005	F31B9.8	WBGene00304798	F31B9.8	1.46201302507526	STR_13795	STR length	30	REF
ED3017	F31B9.8	WBGene00304798	F31B9.8	1.85022408684391	STR_13795	STR length	30	REF
ED3073	F31B9.8	WBGene00304798	F31B9.8	1.88395992462665	STR_13795	STR length	30	REF
ED3077	F31B9.8	WBGene00304798	F31B9.8	1.64369226693306	STR_13795	STR length	30	REF
EG4347	F31B9.8	WBGene00304798	F31B9.8	1.30128741978686	STR_13795	STR length	30	REF
EG4724	F31B9.8	WBGene00304798	F31B9.8	1.55100415545256	STR_13795	STR length	30	REF
EG4946	F31B9.8	WBGene00304798	F31B9.8	0.998866550602536	STR_13795	STR length	30	REF
JT11398	F31B9.8	WBGene00304798	F31B9.8	1.38366324430978	STR_13795	STR length	30	REF
JU1172	F31B9.8	WBGene00304798	F31B9.8	1.05630864977685	STR_13795	STR length	30	REF
JU1200	F31B9.8	WBGene00304798	F31B9.8	1.27774092828303	STR_13795	STR length	30	REF
JU1212	F31B9.8	WBGene00304798	F31B9.8	1.20533990711845	STR_13795	STR length	30	REF
JU1246	F31B9.8	WBGene00304798	F31B9.8	1.57839870753721	STR_13795	STR length	30	REF
JU1395	F31B9.8	WBGene00304798	F31B9.8	-0.0448262146310983	STR_13795	STR length	30	REF
JU1440	F31B9.8	WBGene00304798	F31B9.8	2.24870616995018	STR_13795	STR length	30	REF
JU1530	F31B9.8	WBGene00304798	F31B9.8	1.45074826435596	STR_13795	STR length	30	REF
JU1543	F31B9.8	WBGene00304798	F31B9.8	1.20873943824945	STR_13795	STR length	30	REF
JU1581	F31B9.8	WBGene00304798	F31B9.8	1.98181610481371	STR_13795	STR length	30	REF
JU1586	F31B9.8	WBGene00304798	F31B9.8	1.00738489620041	STR_13795	STR length	30	REF
JU1652	F31B9.8	WBGene00304798	F31B9.8	1.32772386434403	STR_13795	STR length	30	REF
JU1666	F31B9.8	WBGene00304798	F31B9.8	1.76585146669338	STR_13795	STR length	30	REF
JU1792	F31B9.8	WBGene00304798	F31B9.8	1.34210698025005	STR_13795	STR length	30	REF
JU1793	F31B9.8	WBGene00304798	F31B9.8	1.5741647223832	STR_13795	STR length	30	REF
JU1808	F31B9.8	WBGene00304798	F31B9.8	1.73034916758965	STR_13795	STR length	30	REF
JU1896	F31B9.8	WBGene00304798	F31B9.8	0.89640965397795	STR_13795	STR length	30	REF
JU1934	F31B9.8	WBGene00304798	F31B9.8	1.57571535960843	STR_13795	STR length	30	REF
JU2007	F31B9.8	WBGene00304798	F31B9.8	1.78313697843822	STR_13795	STR length	30	REF
JU2016	F31B9.8	WBGene00304798	F31B9.8	1.19402412438435	STR_13795	STR length	30	REF
JU2017	F31B9.8	WBGene00304798	F31B9.8	1.75085743950487	STR_13795	STR length	30	REF
JU2106	F31B9.8	WBGene00304798	F31B9.8	1.00087983889208	STR_13795	STR length	30	REF
JU2141	F31B9.8	WBGene00304798	F31B9.8	1.65916666903633	STR_13795	STR length	30	REF
JU2257	F31B9.8	WBGene00304798	F31B9.8	1.20326063073537	STR_13795	STR length	30	REF
JU2478	F31B9.8	WBGene00304798	F31B9.8	1.31164446048641	STR_13795	STR length	30	REF
JU2513	F31B9.8	WBGene00304798	F31B9.8	1.57290119549446	STR_13795	STR length	30	REF
JU2534	F31B9.8	WBGene00304798	F31B9.8	0.706217890863902	STR_13795	STR length	30	REF
JU2565	F31B9.8	WBGene00304798	F31B9.8	0.847675453469723	STR_13795	STR length	30	REF
JU2566	F31B9.8	WBGene00304798	F31B9.8	1.22768222646376	STR_13795	STR length	30	REF
JU2572	F31B9.8	WBGene00304798	F31B9.8	1.40221345481371	STR_13795	STR length	30	REF
JU2575	F31B9.8	WBGene00304798	F31B9.8	1.19805043803854	STR_13795	STR length	30	REF
JU2576	F31B9.8	WBGene00304798	F31B9.8	1.55817885212229	STR_13795	STR length	30	REF
JU2578	F31B9.8	WBGene00304798	F31B9.8	1.93914924814958	STR_13795	STR length	30	REF
JU2581	F31B9.8	WBGene00304798	F31B9.8	1.65501192026362	STR_13795	STR length	30	REF
JU2592	F31B9.8	WBGene00304798	F31B9.8	1.16752097271187	STR_13795	STR length	30	REF
JU2600	F31B9.8	WBGene00304798	F31B9.8	1.24890667648327	STR_13795	STR length	30	REF
JU2610	F31B9.8	WBGene00304798	F31B9.8	1.6929012122307	STR_13795	STR length	30	REF
JU2811	F31B9.8	WBGene00304798	F31B9.8	2.78389831527153	STR_13795	STR length	30	REF
JU2838	F31B9.8	WBGene00304798	F31B9.8	2.29398468695212	STR_13795	STR length	30	REF
JU2841	F31B9.8	WBGene00304798	F31B9.8	1.85252496783817	STR_13795	STR length	30	REF
JU2862	F31B9.8	WBGene00304798	F31B9.8	1.14536074026099	STR_13795	STR length	30	REF
JU2866	F31B9.8	WBGene00304798	F31B9.8	1.06136114761979	STR_13795	STR length	30	REF
JU2879	F31B9.8	WBGene00304798	F31B9.8	1.00347761831766	STR_13795	STR length	30	REF
JU2906	F31B9.8	WBGene00304798	F31B9.8	1.11313770408857	STR_13795	STR length	30	REF
JU2907	F31B9.8	WBGene00304798	F31B9.8	1.04384783531475	STR_13795	STR length	30	REF
JU310	F31B9.8	WBGene00304798	F31B9.8	1.22315974641318	STR_13795	STR length	30	REF
JU3128	F31B9.8	WBGene00304798	F31B9.8	1.09220200483757	STR_13795	STR length	30	REF
JU3132	F31B9.8	WBGene00304798	F31B9.8	1.46204531892558	STR_13795	STR length	30	REF
JU3134	F31B9.8	WBGene00304798	F31B9.8	1.56901916496751	STR_13795	STR length	30	REF
JU323	F31B9.8	WBGene00304798	F31B9.8	1.60796764422845	STR_13795	STR length	30	REF
JU360	F31B9.8	WBGene00304798	F31B9.8	1.20012755235204	STR_13795	STR length	30	REF
JU367	F31B9.8	WBGene00304798	F31B9.8	1.01781262312942	STR_13795	STR length	30	REF
JU394	F31B9.8	WBGene00304798	F31B9.8	0.919568294308384	STR_13795	STR length	30	REF
JU440	F31B9.8	WBGene00304798	F31B9.8	0.980400220444288	STR_13795	STR length	30	REF
JU782	F31B9.8	WBGene00304798	F31B9.8	1.12149707186125	STR_13795	STR length	30	REF
JU830	F31B9.8	WBGene00304798	F31B9.8	1.87707947115525	STR_13795	STR length	30	REF
JU847	F31B9.8	WBGene00304798	F31B9.8	1.69362616077381	STR_13795	STR length	30	REF
KR314	F31B9.8	WBGene00304798	F31B9.8	1.82845589241058	STR_13795	STR length	30	REF
MY16	F31B9.8	WBGene00304798	F31B9.8	1.21086841171936	STR_13795	STR length	30	REF
MY18	F31B9.8	WBGene00304798	F31B9.8	2.02520595318071	STR_13795	STR length	30	REF
MY1	F31B9.8	WBGene00304798	F31B9.8	1.45140325976301	STR_13795	STR length	30	REF
MY2147	F31B9.8	WBGene00304798	F31B9.8	1.12619251353646	STR_13795	STR length	30	REF
MY2212	F31B9.8	WBGene00304798	F31B9.8	1.44428305377431	STR_13795	STR length	30	REF
MY2573	F31B9.8	WBGene00304798	F31B9.8	1.09512694000111	STR_13795	STR length	30	REF
MY2585	F31B9.8	WBGene00304798	F31B9.8	1.65266596209422	STR_13795	STR length	30	REF
MY2713	F31B9.8	WBGene00304798	F31B9.8	1.88632092216654	STR_13795	STR length	30	REF
MY518	F31B9.8	WBGene00304798	F31B9.8	1.19283627775336	STR_13795	STR length	30	REF
MY772	F31B9.8	WBGene00304798	F31B9.8	1.37188659250475	STR_13795	STR length	30	REF
MY795	F31B9.8	WBGene00304798	F31B9.8	2.1493443386118	STR_13795	STR length	30	REF
MY920	F31B9.8	WBGene00304798	F31B9.8	1.54963214003599	STR_13795	STR length	30	REF
N2	F31B9.8	WBGene00304798	F31B9.8	1.34003182955789	STR_13795	STR length	30	REF
NIC199	F31B9.8	WBGene00304798	F31B9.8	1.65007992758734	STR_13795	STR length	30	REF
NIC207	F31B9.8	WBGene00304798	F31B9.8	0.481243501889298	STR_13795	STR length	30	REF
NIC242	F31B9.8	WBGene00304798	F31B9.8	1.32522851699707	STR_13795	STR length	30	REF
NIC251	F31B9.8	WBGene00304798	F31B9.8	0.314637266140786	STR_13795	STR length	30	REF
NIC252	F31B9.8	WBGene00304798	F31B9.8	0.900851602937012	STR_13795	STR length	30	REF
NIC255	F31B9.8	WBGene00304798	F31B9.8	1.49337796080813	STR_13795	STR length	30	REF
NIC265	F31B9.8	WBGene00304798	F31B9.8	1.87976454377465	STR_13795	STR length	30	REF
NIC266	F31B9.8	WBGene00304798	F31B9.8	1.44307437030083	STR_13795	STR length	30	REF
NIC267	F31B9.8	WBGene00304798	F31B9.8	1.94351736267289	STR_13795	STR length	30	REF
NIC268	F31B9.8	WBGene00304798	F31B9.8	1.64471289457923	STR_13795	STR length	30	REF
NIC277	F31B9.8	WBGene00304798	F31B9.8	1.0830955193293	STR_13795	STR length	30	REF
NIC2	F31B9.8	WBGene00304798	F31B9.8	1.28574268767603	STR_13795	STR length	30	REF
NIC501	F31B9.8	WBGene00304798	F31B9.8	1.8228872844637	STR_13795	STR length	30	REF
NIC511	F31B9.8	WBGene00304798	F31B9.8	1.60629161935923	STR_13795	STR length	30	REF
NIC515	F31B9.8	WBGene00304798	F31B9.8	1.94053324058241	STR_13795	STR length	30	REF
NIC523	F31B9.8	WBGene00304798	F31B9.8	1.3047632318226	STR_13795	STR length	30	REF
NIC526	F31B9.8	WBGene00304798	F31B9.8	1.30569490116432	STR_13795	STR length	30	REF
NIC527	F31B9.8	WBGene00304798	F31B9.8	1.76988199395582	STR_13795	STR length	30	REF
NIC528	F31B9.8	WBGene00304798	F31B9.8	1.74050834404304	STR_13795	STR length	30	REF
