transcript	pSTR	str_genotype	STR_var_exp	eQTL_Chr	eQTL_peak	eQTL_classification	eQTL_var_exp	LD	LD_level	nSTR_pheno
C08F11.12.1	STR_20449	STR genotype	0.17	IV	13625727	Local eQTL	0.22	0.69	Moderate LD	2
C08F11.12.1	STR_20449	STR length	0.17	IV	13625727	Local eQTL	0.22	0.66	Moderate LD	2
C08F11.3.1	STR_20380	STR genotype	0.26	IV	13806829	Local eQTL	0.2	0.55	Moderate LD	3
C08F11.3.1	STR_20380	STR length	0.22	IV	13806829	Local eQTL	0.2	0.46	Moderate LD	2
C08F1.4a.2	STR_6316	STR genotype	0.7	II	1180779	Local eQTL	0.7	1	High LD	2
C08F1.4a.2	STR_6316	STR length	0.69	II	1180779	Local eQTL	0.69	1	High LD	2
C08F1.4b.1	STR_6316	STR genotype	0.86	II	1180779	Local eQTL	0.86	1	High LD	2
C08F1.4b.1	STR_6316	STR length	0.86	II	1180779	Local eQTL	0.86	1	High LD	2
C08G5.1	STR_5983	STR genotype	0.3	II	485573	Local eQTL	0.3	0.78	High LD	3
C08G5.1	STR_5770	STR length	0.24	II	485573	Local eQTL	0.28	0.71	High LD	2
C08G5.2.1	STR_5990	STR genotype	0.5	II	749717	Local eQTL	0.6	0.88	High LD	2
C08G5.2.1	STR_5990	STR length	0.5	II	749717	Local eQTL	0.6	0.88	High LD	2
C09E7.8a.1	STR_13419	STR genotype	0.67	III	5736537	Local eQTL	0.79	0.39	Moderate LD	3
C09E7.8a.1	STR_13419	STR length	0.42	III	5736537	Local eQTL	0.79	0.39	Moderate LD	3
C09E7.8a.2	STR_13419	STR genotype	0.43	III	5736537	Local eQTL	0.55	0.39	Moderate LD	3
C09E7.8a.2	STR_13419	STR length	0.24	III	5736537	Local eQTL	0.55	0.39	Moderate LD	3
C09G12.9.1	STR_17620	STR genotype	0.23	IV	3505926	Local eQTL	0.38	0.64	Moderate LD	2
C09G12.9.1	STR_17620	STR length	0.23	IV	3505926	Local eQTL	0.38	0.64	Moderate LD	2
C09H10.3.2	STR_8790	STR genotype	0.75	II	11092395	Local eQTL	0.77	0.97	High LD	2
C09H10.3.2	STR_8715	STR length	0.71	II	11092395	Local eQTL	0.76	0.9	High LD	2
C10A4.4.1	STR_29352	STR genotype	0.38	X	7288394	Local eQTL	0.38	0.98	High LD	2
C10A4.4.1	STR_29352	STR length	0.39	X	7288394	Local eQTL	0.39	1	High LD	2
C10A4.6.1	STR_29343	STR genotype	0.91	X	7403372	Local eQTL	0.91	1	High LD	2
C10A4.6.1	STR_29352	STR length	0.92	X	7403372	Local eQTL	0.92	1	High LD	2
C11D2.4.1	STR_18736	STR genotype	0.18	IV	5588911	Local eQTL	0.2	0.8	High LD	2
C11D2.4.1	STR_18736	STR length	0.18	IV	5588911	Local eQTL	0.2	0.75	High LD	2
C11D2.7.2	STR_18736	STR genotype	0.27	IV	6137181	Local eQTL	0.27	1	High LD	2
C11D2.7.2	STR_18739	STR length	0.27	IV	6137181	Local eQTL	0.27	0.71	High LD	2
C11H1.9.2	STR_30698	STR genotype	0.15	X	14234468	Local eQTL	0.21	0.59	Moderate LD	2
C11H1.9.2	STR_30698	STR length	0.15	X	14234468	Local eQTL	0.21	0.59	Moderate LD	2
C13C4.3b.1	STR_24584	STR genotype	0.29	V	12023320	Local eQTL	0.3	0.95	High LD	2
C13C4.3b.1	STR_24584	STR length	0.29	V	12023320	Local eQTL	0.3	0.95	High LD	2
C13G5.2.1	STR_13669	STR genotype	0.44	III	8612723	Local eQTL	0.49	0.98	High LD	2
C13G5.2.1	STR_13669	STR length	0.44	III	8612723	Local eQTL	0.49	0.98	High LD	2
C13G5.2.2	STR_13669	STR genotype	0.94	III	8612723	Local eQTL	0.95	0.98	High LD	2
C13G5.2.2	STR_13669	STR length	0.94	III	8612723	Local eQTL	0.95	0.98	High LD	2
C14A4.14.2	STR_8564	STR genotype	0.23	II	10433343	Local eQTL	0.23	1	High LD	2
C14A4.14.2	STR_8632	STR length	0.11	II	10433343	Local eQTL	0.23	0.35	Moderate LD	3
C14A6.10	STR_26249	STR genotype	0.34	V	18109630	Local eQTL	0.41	0.44	Moderate LD	2
C14A6.10	STR_26249	STR length	0.33	V	18109630	Local eQTL	0.41	0.45	Moderate LD	2
C14A6.16	STR_25930	STR genotype	0.51	V	18159340	Local eQTL	0.46	0.91	High LD	2
C14A6.16	STR_25930	STR length	0.51	V	18159340	Local eQTL	0.46	0.91	High LD	2
C14A6.6.1	STR_25866	STR genotype	0.25	V	18390395	Local eQTL	0.29	0.17	Low LD	3
C14A6.6.1	STR_25866	STR length	0.01	V	18390395	Local eQTL	0.3	0.16	Low LD	3
C14A6.8.1	STR_25988	STR genotype	0.2	V	18009331	Local eQTL	0.24	0.45	Moderate LD	2
C14A6.8.1	STR_25988	STR length	0.2	V	18009331	Local eQTL	0.24	0.46	Moderate LD	2
C14B1.1.1	STR_12533	STR genotype	0.2	III	2859298	Local eQTL	0.15	0.36	Moderate LD	2
C14B1.1.1	STR_12721	STR length	0.14	III	2859298	Local eQTL	0.13	0.51	Moderate LD	2
C14B1.6b.1	STR_12424	STR genotype	0.2	III	3377321	Local eQTL	0.22	0.36	Moderate LD	2
C14B1.6b.1	STR_12424	STR length	0.2	III	3377321	Local eQTL	0.22	0.36	Moderate LD	2
C14C10.2a.1	STR_24697	STR genotype	0.34	V	12599351	Local eQTL	0.31	0.6	Moderate LD	3
C14C10.2a.1	STR_24695	STR length	0.28	V	12599351	Local eQTL	0.31	0.61	Moderate LD	2
C14C10.2b.1	STR_24695	STR genotype	0.71	V	12975400	Local eQTL	0.63	0.81	High LD	2
C14C10.2b.1	STR_24695	STR length	0.71	V	12975400	Local eQTL	0.64	0.83	High LD	2
C14C11.2.2	STR_23557	STR genotype	0.35	V	5648293	Local eQTL	0.28	0.64	Moderate LD	2
C14C11.2.2	STR_23557	STR length	0.35	V	5648293	Local eQTL	0.28	0.64	Moderate LD	2
C14C6.12	STR_21880	STR genotype	0.91	V	738822	Local eQTL	0.9	0.97	High LD	2
C14C6.12	STR_21948	STR length	0.82	V	738822	Local eQTL	0.85	0.91	High LD	2
C14F5.1b.1	STR_29464	STR genotype	0.1	X	7944476	Local eQTL	0.4	0.8	High LD	3
C14F5.1b.1	STR_29464	STR length	0.32	X	7944476	Local eQTL	0.4	0.78	High LD	2
C14F5.3c.2	STR_29315	STR genotype	0.34	X	7054469	Local eQTL	0.33	0.9	High LD	2
C14F5.3c.2	STR_29315	STR length	0.34	X	7054469	Local eQTL	0.33	0.9	High LD	2
C15C7.7.1	STR_28329	STR genotype	0.15	X	2990653	Local eQTL	0.16	0.75	High LD	2
C15C7.7.1	STR_28329	STR length	0.15	X	2990653	Local eQTL	0.17	0.67	Moderate LD	2
C15F1.3b.1	STR_7859	STR genotype	0.27	II	6964225	Local eQTL	0.27	1	High LD	2
C15F1.3b.1	STR_7859	STR length	0.27	II	6964225	Local eQTL	0.27	1	High LD	2
C16A11.3a.1	STR_7340	STR genotype	0.54	II	3779761	Local eQTL	0.06	0.01	Low LD	2
C16A11.3a.1	STR_7340	STR length	0.53	II	3779761	Local eQTL	0.07	0	Low LD	2
C16A11.4b.2	STR_7340	STR genotype	0.15	II	3476086	Local eQTL	0.12	0.4	Moderate LD	2
C16A11.5a.1	STR_7221	STR genotype	0.04	II	4352810	Local eQTL	0.47	0.61	Moderate LD	3
C16A11.5a.1	STR_7221	STR length	0.55	II	4352810	Local eQTL	0.46	0.62	Moderate LD	2
C16A11.5a.2	STR_7029	STR genotype	0.18	II	4021698	Local eQTL	0.21	0.88	High LD	2
C16A11.5a.2	STR_6970	STR length	0.04	II	4021698	Local eQTL	0.2	0.46	Moderate LD	3
C16A3.1b.1	STR_13256	STR genotype	0.15	III	6604811	Local eQTL	0.15	0.9	High LD	2
C16A3.1b.1	STR_13256	STR length	0.15	III	6604811	Local eQTL	0.15	0.9	High LD	2
C16A3.6.1	STR_13348	STR genotype	0.28	III	5655509	Local eQTL	0.75	0.16	Low LD	3
C16A3.6.1	STR_13348	STR length	0.58	III	5655509	Local eQTL	0.75	0.16	Low LD	2
C16C4.18.2	STR_6316	STR genotype	0.75	II	1676521	Local eQTL	0.8	0.95	High LD	2
C16C4.18.2	STR_6316	STR length	0.75	II	1676521	Local eQTL	0.8	0.95	High LD	2
C16C4.9	STR_6271	STR genotype	0.53	II	1521913	Local eQTL	0.61	0.86	High LD	2
C16C4.9	STR_6271	STR length	0.53	II	1521913	Local eQTL	0.61	0.86	High LD	2
C16C8.11.2	STR_6905	STR genotype	0.19	II	3416987	Local eQTL	0.23	0.81	High LD	2
C16C8.11.2	STR_6905	STR length	0.19	II	3416987	Local eQTL	0.23	0.81	High LD	2
C16C8.12.1	STR_6970	STR genotype	0.18	II	3758442	Local eQTL	0.36	0.1	Low LD	5
C16C8.12.1	STR_6905	STR length	0.29	II	3758442	Local eQTL	0.34	0.95	High LD	2
C16C8.13.2	STR_6700	STR genotype	0.41	II	3405339	Local eQTL	0.78	0.17	Low LD	3
C16C8.13.2	STR_7031	STR length	0.2	II	3405339	Local eQTL	0.76	0.04	Low LD	3
C16C8.21.1	STR_6957	STR genotype	0.21	II	3643153	Local eQTL	0.36	0.15	Low LD	3
C16C8.21.1	STR_6957	STR length	0.34	II	3643153	Local eQTL	0.36	0.15	Low LD	3
C17A2.5.1	STR_7035	STR genotype	0.56	II	3579282	Local eQTL	0.56	1	High LD	2
C17A2.5.1	STR_6970	STR length	0.48	II	3579282	Local eQTL	0.5	0.13	Low LD	3
C17C3.12a.2	STR_7648	STR genotype	0.15	II	5751901	Local eQTL	0.1	0.09	Low LD	2
C17C3.12c.2	STR_7669	STR genotype	0.31	II	5505071	Local eQTL	0.42	0.64	Moderate LD	2
C17C3.12c.2	STR_7648	STR length	0.29	II	5505071	Local eQTL	0.38	0.68	Moderate LD	2
C17C3.12e.1	STR_7669	STR genotype	0.25	II	5505071	Local eQTL	0.34	0.64	Moderate LD	2
C17C3.12e.1	STR_7589	STR length	0.23	II	5505071	Local eQTL	0.34	0.44	Moderate LD	2
C17C3.1a.1	STR_7453	STR genotype	0	II	5110041	Local eQTL	0.42	0.19	Low LD	3
C17C3.1a.1	STR_7453	STR length	0.18	II	5110041	Local eQTL	0.42	0.19	Low LD	3
C17D12.1a.1	STR_4356	STR genotype	0.27	I	11613981	Local eQTL	0.37	0.62	Moderate LD	2
C17D12.1a.1	STR_4395	STR length	0.22	I	11613981	Local eQTL	0.39	0.63	Moderate LD	2
C17E7.9a.1	STR_22980	STR genotype	0.52	V	3880775	Local eQTL	0.63	0.83	High LD	2
C17E7.9a.1	STR_23048	STR length	0.49	V	3880775	Local eQTL	0.58	0.7	High LD	2
C17E7.9b.2	STR_22980	STR genotype	0.25	V	3818871	Local eQTL	0.25	1	High LD	2
C17E7.9b.2	STR_22980	STR length	0.23	V	3818871	Local eQTL	0.23	1	High LD	2
C17G1.8.1	STR_29841	STR genotype	0.14	X	9937042	Local eQTL	0.23	0.37	Moderate LD	3
C17G1.8.1	STR_29922	STR length	0.2	X	9937042	Local eQTL	0.23	0.5	Moderate LD	2
C17H1.5.1	STR_5156	STR genotype	0.19	I	13853276	Local eQTL	0.21	0.63	Moderate LD	2
C17H1.5.1	STR_4910	STR length	0.17	I	13853276	Local eQTL	0.22	0.31	Moderate LD	2
C18D4.12.1	STR_25559	STR genotype	0.25	V	17026171	Local eQTL	0.29	0.33	Moderate LD	2
C18D4.12.1	STR_25579	STR length	0.23	V	17026171	Local eQTL	0.31	0.31	Moderate LD	2
C18D4.6a.1	STR_25579	STR genotype	0.4	V	17928339	Local eQTL	0.32	0.42	Moderate LD	2
C18D4.6a.1	STR_25579	STR length	0.4	V	17928339	Local eQTL	0.32	0.42	Moderate LD	2
C18D4.8	STR_25559	STR genotype	0.21	V	16770123	Local eQTL	0.48	0.17	Low LD	2
C18D4.8	STR_25866	STR length	0.11	V	16770123	Local eQTL	0.51	0.02	Low LD	4
C18E3.7c.1	STR_2040	STR genotype	0.2	I	3977983	Local eQTL	0.3	0.61	Moderate LD	3
C18E3.7c.1	STR_2242	STR length	0.18	I	3977983	Local eQTL	0.3	0.43	Moderate LD	2
C18E9.10a.1	STR_8194	STR genotype	0.46	II	9273089	Local eQTL	0.47	0.86	High LD	2
C18E9.10a.1	STR_8194	STR length	0.46	II	9273089	Local eQTL	0.47	0.86	High LD	2
C18G1.8.1	STR_23332	STR genotype	0.51	V	4762054	Local eQTL	0.88	0.49	Moderate LD	2
C18G1.8.1	STR_23332	STR length	0.5	V	4762054	Local eQTL	0.88	0.46	Moderate LD	2
C18H2.9	STR_13432	STR genotype	0.08	III	7714366	Local eQTL	0.47	0.98	High LD	4
C18H2.9	STR_13478	STR length	0.44	III	7714366	Local eQTL	0.48	0.96	High LD	2
C18H7.2b.1	STR_16340	STR genotype	0.14	IV	623736	Local eQTL	0.36	0.17	Low LD	4
C18H7.2b.1	STR_16340	STR length	0.26	IV	623736	Local eQTL	0.36	0.17	Low LD	3
C23F12.3.1	STR_29708	STR genotype	0.75	X	9101672	Local eQTL	0.75	1	High LD	2
C23F12.3.1	STR_29735	STR length	0.43	X	9101672	Local eQTL	0.75	0.26	Low LD	3
C23G10.2a.2	STR_13083	STR genotype	0.14	III	7098875	Local eQTL	0.14	0.75	High LD	2
C23G10.2a.2	STR_13083	STR length	0.14	III	7098875	Local eQTL	0.14	0.73	High LD	2
C23H3.4a.1	STR_5857	STR genotype	0.22	II	376492	Local eQTL	0.22	1	High LD	2
C23H3.4a.1	STR_5857	STR length	0.22	II	376492	Local eQTL	0.22	1	High LD	2
C23H3.9b.1	STR_5770	STR genotype	0.18	II	815052	Local eQTL	0.22	0.3	Moderate LD	2
C23H3.9b.1	STR_5770	STR length	0.18	II	815052	Local eQTL	0.22	0.3	Moderate LD	2
C23H3.9b.2	STR_5770	STR genotype	0.28	II	88086	Local eQTL	0.28	1	High LD	2
C23H3.9b.2	STR_5770	STR length	0.28	II	88086	Local eQTL	0.28	1	High LD	2
C23H5.3.1	STR_17087	STR genotype	0.01	IV	2085596	Local eQTL	0.46	0.16	Low LD	3
C23H5.3.1	STR_17087	STR length	0.33	IV	2085596	Local eQTL	0.46	0.16	Low LD	3
C23H5.3.2	STR_17087	STR genotype	0.05	IV	2115747	Local eQTL	0.18	0.13	Low LD	3
C23H5.3.2	STR_17087	STR length	0.22	IV	2115747	Local eQTL	0.18	0.13	Low LD	3
C23H5.8a.2	STR_17137	STR genotype	0.54	IV	2087592	Local eQTL	0.6	0.79	High LD	2
C23H5.8a.2	STR_17137	STR length	0.53	IV	2087592	Local eQTL	0.62	0.79	High LD	2
C23H5.8b.1	STR_17137	STR genotype	0.59	IV	2087592	Local eQTL	0.66	0.79	High LD	2
C23H5.8b.1	STR_17137	STR length	0.56	IV	2087592	Local eQTL	0.66	0.79	High LD	2
C23H5.8b.2	STR_17137	STR genotype	0.47	IV	2087592	Local eQTL	0.55	0.79	High LD	2
C23H5.8b.2	STR_17137	STR length	0.47	IV	2087592	Local eQTL	0.57	0.79	High LD	2
C23H5.8c.1	STR_17137	STR genotype	0.54	IV	2087592	Local eQTL	0.63	0.79	High LD	2
C23H5.8c.1	STR_17137	STR length	0.53	IV	2087592	Local eQTL	0.65	0.79	High LD	2
C23H5.8d.1	STR_17137	STR genotype	0.55	IV	2087592	Local eQTL	0.63	0.79	High LD	2
C23H5.8d.1	STR_17137	STR length	0.53	IV	2087592	Local eQTL	0.64	0.79	High LD	2
C24A11.8c.1	STR_2763	STR genotype	0.16	I	5294573	Local eQTL	0.16	0.94	High LD	2
C24A11.8c.1	STR_2763	STR length	0.16	I	5294573	Local eQTL	0.16	0.94	High LD	2
C24A8.4.1	STR_28614	STR genotype	0.37	X	4294769	Local eQTL	0.36	0.95	High LD	2
C24A8.4.1	STR_28614	STR length	0.37	X	4294769	Local eQTL	0.36	0.95	High LD	2
C24A8.4.2	STR_28677	STR genotype	0.74	X	4294769	Local eQTL	0.87	0.95	High LD	3
C24A8.4.2	STR_28674	STR length	0.76	X	4294769	Local eQTL	0.87	0.92	High LD	3
C24A8.5.1	STR_28674	STR genotype	0.39	X	4294769	Local eQTL	0.39	0.9	High LD	3
C24A8.5.1	STR_28674	STR length	0.42	X	4294769	Local eQTL	0.39	0.92	High LD	3
C24A8.6a.2	STR_28677	STR genotype	0.41	X	4294769	Local eQTL	0.46	0.95	High LD	3
C24A8.6a.2	STR_28674	STR length	0.41	X	4294769	Local eQTL	0.48	0.92	High LD	3
C24A8.6b.1	STR_28674	STR genotype	0.42	X	4294769	Local eQTL	0.41	0.9	High LD	3
C24A8.6b.1	STR_28674	STR length	0.35	X	4294769	Local eQTL	0.41	0.92	High LD	3
C24H11.2.1	STR_14924	STR genotype	0.58	III	11782126	Local eQTL	0.59	0.97	High LD	2
C24H11.2.1	STR_14924	STR length	0.58	III	11782126	Local eQTL	0.59	0.97	High LD	2
C24H11.6.1	STR_14921	STR genotype	0.37	III	11790052	Local eQTL	0.33	0.07	Low LD	3
C24H11.6.1	STR_14993	STR length	0.37	III	11790052	Local eQTL	0.27	0.16	Low LD	2
C24H11.6.2	STR_14993	STR genotype	0.25	III	11790052	Local eQTL	0.15	0.16	Low LD	2
C24H11.6.2	STR_14923	STR length	0.27	III	11790052	Local eQTL	0.17	0.09	Low LD	3
C24H11.7a.1	STR_14899	STR genotype	0.31	III	11823595	Local eQTL	0.29	0.74	High LD	2
C24H11.7a.1	STR_15166	STR length	0.17	III	11823595	Local eQTL	0.26	0.44	Moderate LD	2
C24H11.7a.2	STR_14899	STR genotype	0.15	III	11811682	Local eQTL	0.14	0.71	High LD	2
C24H11.9.1	STR_15099	STR genotype	0.11	III	11689169	Local eQTL	0.19	0.49	Moderate LD	3
C24H11.9.1	STR_15099	STR length	0.16	III	11689169	Local eQTL	0.18	0.43	Moderate LD	3
C24H12.11	STR_5871	STR genotype	0.22	II	395125	Local eQTL	0.22	1	High LD	2
C24H12.11	STR_5857	STR length	0.18	II	395125	Local eQTL	0.24	0.83	High LD	2
C24H12.7	STR_5850	STR genotype	0.27	II	88086	Local eQTL	0.26	1	High LD	3
C24H12.7	STR_5770	STR length	0.23	II	88086	Local eQTL	0.23	1	High LD	2
C25A6.1.1	STR_23485	STR genotype	0.41	V	5516547	Local eQTL	0.43	0.53	Moderate LD	3
C25A6.1.1	STR_23507	STR length	0.44	V	5516547	Local eQTL	0.44	0.51	Moderate LD	2
C25A8.4.2	STR_18825	STR genotype	0.06	IV	6384630	Local eQTL	0.24	0.37	Moderate LD	3
C25A8.4.2	STR_18825	STR length	0.28	IV	6384630	Local eQTL	0.25	0.37	Moderate LD	3
C25D7.12	STR_25066	STR genotype	0.23	V	14650622	Local eQTL	0.27	0.56	Moderate LD	3
C25D7.12	STR_25066	STR length	0.32	V	14650622	Local eQTL	0.32	0.59	Moderate LD	2
C25D7.14	STR_25197	STR genotype	0.28	V	15036762	Local eQTL	0.37	0.67	Moderate LD	2
C25D7.14	STR_25066	STR length	0.33	V	15036762	Local eQTL	0.39	0.39	Moderate LD	2
C25D7.2	STR_25120	STR genotype	0.3	V	14803182	Local eQTL	0.32	0.93	High LD	2
C25D7.2	STR_25120	STR length	0.29	V	14803182	Local eQTL	0.32	0.93	High LD	2
C25H3.15.1	STR_7617	STR genotype	0.86	II	5308622	Local eQTL	0.86	1	High LD	2
C25H3.15.1	STR_7770	STR length	0.85	II	5308622	Local eQTL	0.86	0.98	High LD	2
C25H3.3.1	STR_7601	STR genotype	0.21	II	5586326	Local eQTL	0.34	0.79	High LD	2
C25H3.3.1	STR_7601	STR length	0.21	II	5586326	Local eQTL	0.34	0.79	High LD	2
C25H3.6a.2	STR_7617	STR genotype	0.38	II	5308622	Local eQTL	0.38	1	High LD	2
C25H3.6a.2	STR_7770	STR length	0.36	II	5308622	Local eQTL	0.37	0.98	High LD	2
C26E6.12.2	STR_12836	STR genotype	0.2	III	5395065	Local eQTL	0.36	0.53	Moderate LD	2
C26E6.12.2	STR_12836	STR length	0.2	III	5395065	Local eQTL	0.36	0.54	Moderate LD	2
C26E6.7a.2	STR_12836	STR genotype	0.33	III	4677262	Local eQTL	0.63	0.55	Moderate LD	2
C26E6.7a.2	STR_12836	STR length	0.33	III	4677262	Local eQTL	0.63	0.56	Moderate LD	2
C26E6.7b.2	STR_12753	STR genotype	0.3	III	5287306	Local eQTL	0.32	0.94	High LD	2
C26E6.7b.2	STR_12753	STR length	0.3	III	5287306	Local eQTL	0.32	0.94	High LD	2
C26G2.1g.1	STR_30670	STR genotype	0.15	X	13919696	Local eQTL	0.17	0.29	Low LD	2
C26G2.1g.1	STR_30670	STR length	0.16	X	13919696	Local eQTL	0.18	0.28	Low LD	2
C26H9A.3.1	STR_19820	STR genotype	0.28	IV	12887293	Local eQTL	0.28	0.25	Low LD	2
C26H9A.3.1	STR_20074	STR length	0.27	IV	12887293	Local eQTL	0.28	0.85	High LD	2
C27A2.4.1	STR_7453	STR genotype	0.35	II	5136589	Local eQTL	0.38	0.36	Moderate LD	3
C27A2.4.1	STR_7453	STR length	0.02	II	5136589	Local eQTL	0.38	0.36	Moderate LD	3
C27C7.1.1	STR_4452	STR genotype	0.11	I	11476443	Local eQTL	0.25	0.72	High LD	4
C27C7.1.1	STR_4452	STR length	0.18	I	11476443	Local eQTL	0.25	0.72	High LD	4
C27C7.1.2	STR_4217	STR genotype	0.11	I	11424624	Local eQTL	0.18	0.07	Low LD	3
C27C7.1.2	STR_4217	STR length	0.22	I	11424624	Local eQTL	0.18	0.07	Low LD	3
C27C7.3.1	STR_4452	STR genotype	0.3	I	11476443	Local eQTL	0.38	0.72	High LD	4
C27C7.3.1	STR_4452	STR length	0.15	I	11476443	Local eQTL	0.36	0.72	High LD	4
C27C7.7.1	STR_3804	STR genotype	0.48	I	11459788	Local eQTL	0.52	0.8	High LD	2
C27C7.7.1	STR_3804	STR length	0.48	I	11459788	Local eQTL	0.53	0.78	High LD	2
C27D8.4.1	STR_20208	STR genotype	0.17	IV	13190783	Local eQTL	0.28	0.67	Moderate LD	2
C27D8.4.1	STR_20208	STR length	0.17	IV	13190783	Local eQTL	0.28	0.67	Moderate LD	2
C27F2.5.1	STR_12895	STR genotype	0.16	III	4922974	Local eQTL	0.16	1	High LD	2
C27F2.5.1	STR_12895	STR length	0.16	III	4922974	Local eQTL	0.16	1	High LD	2
C28A5.1.1	STR_12915	STR genotype	0.22	III	5073081	Local eQTL	0.37	0.26	Low LD	5
C28A5.1.1	STR_12915	STR length	0.27	III	5073081	Local eQTL	0.37	0.26	Low LD	5
C28C12.11b.1	STR_19365	STR genotype	0.16	IV	9116894	Local eQTL	0.16	0.9	High LD	2
C28C12.11b.1	STR_19365	STR length	0.16	IV	9116894	Local eQTL	0.16	0.93	High LD	2
C28C12.1a.1	STR_19365	STR genotype	0.22	IV	8752110	Local eQTL	0.2	0.9	High LD	2
C28C12.1a.1	STR_19365	STR length	0.22	IV	8752110	Local eQTL	0.2	0.9	High LD	2
C29E4.8.2	STR_13502	STR genotype	0.15	III	7392665	Local eQTL	0.15	1	High LD	2
C29E4.8.2	STR_13502	STR length	0.15	III	7392665	Local eQTL	0.15	1	High LD	2
C29F3.2.1	STR_25061	STR genotype	0.12	V	14649731	Local eQTL	0.19	0.44	Moderate LD	3
C29F3.2.1	STR_25066	STR length	0.16	V	14649731	Local eQTL	0.23	0.44	Moderate LD	2
C29F3.6.1	STR_25326	STR genotype	0.51	V	15180455	Local eQTL	0.5	0.89	High LD	2
C29F3.6.1	STR_25326	STR length	0.51	V	15180455	Local eQTL	0.5	0.89	High LD	2
C29F3.7a.1	STR_25133	STR genotype	0.23	V	15327170	Local eQTL	0.64	0.36	Moderate LD	3
C29F3.7a.1	STR_25088	STR length	0.42	V	15327170	Local eQTL	0.61	0.85	High LD	3
C29F3.7b.1	STR_25133	STR genotype	0.26	V	15327170	Local eQTL	0.44	0.36	Moderate LD	3
C29F3.7b.1	STR_25168	STR length	0.36	V	15327170	Local eQTL	0.46	0.84	High LD	2
C29F7.1.1	STR_30517	STR genotype	0.33	X	14282393	Local eQTL	0.2	0.3	Moderate LD	2
C29F7.1.1	STR_30702	STR length	0.04	X	14282393	Local eQTL	0.26	0.14	Low LD	4
C29F9.10	STR_11076	STR genotype	0.33	III	929230	Local eQTL	0.37	0.93	High LD	2
C29F9.10	STR_11076	STR length	0.33	III	929230	Local eQTL	0.36	0.93	High LD	2
C29F9.11	STR_11027	STR genotype	0.44	III	1010972	Local eQTL	0.83	0.42	Moderate LD	3
C29F9.11	STR_11011	STR length	0.62	III	1010972	Local eQTL	0.82	0.49	Moderate LD	3
C30D11.1a.1	STR_12836	STR genotype	0.23	III	3237714	Local eQTL	0.24	0.81	High LD	2
C30D11.1a.1	STR_12836	STR length	0.23	III	3237714	Local eQTL	0.24	0.81	High LD	2
C30H6.1b.1	STR_21539	STR genotype	0.39	IV	17396709	Local eQTL	0.4	0.98	High LD	2
C30H6.1b.1	STR_21539	STR length	0.39	IV	17396709	Local eQTL	0.4	0.95	High LD	2
C30H6.1c.1	STR_21539	STR genotype	0.29	IV	16459758	Local eQTL	0.33	0.76	High LD	2
C30H6.1c.1	STR_21539	STR length	0.29	IV	16459758	Local eQTL	0.33	0.74	High LD	2
C30H6.1d.1	STR_21539	STR genotype	0.54	IV	16652631	Local eQTL	0.54	1	High LD	2
C30H6.1d.1	STR_21539	STR length	0.54	IV	16652631	Local eQTL	0.54	0.98	High LD	2
C31B8.12.1	STR_22797	STR genotype	0.26	V	3234765	Local eQTL	0.27	0.84	High LD	2
C31B8.12.1	STR_22797	STR length	0.26	V	3234765	Local eQTL	0.27	0.84	High LD	2
C31B8.4.2	STR_22672	STR genotype	0.18	V	2825729	Local eQTL	0.18	0.77	High LD	2
C31B8.4.2	STR_22863	STR length	0.15	V	2825729	Local eQTL	0.17	0.58	Moderate LD	2
C31C9.1d.1	STR_9934	STR genotype	0.23	II	13632241	Local eQTL	0.34	0.83	High LD	2
C31C9.1d.1	STR_9934	STR length	0.23	II	13632241	Local eQTL	0.34	0.83	High LD	2
C31C9.4	STR_9961	STR genotype	0.13	II	13643172	Local eQTL	0.66	0.58	Moderate LD	3
C31C9.4	STR_9961	STR length	0	II	13643172	Local eQTL	0.66	0.58	Moderate LD	3
C31C9.8.1	STR_9962	STR genotype	0.24	II	13667668	Local eQTL	0.65	0.29	Low LD	3
C31C9.8.1	STR_9962	STR length	0.49	II	13667668	Local eQTL	0.65	0.29	Low LD	2
C31C9.8.2	STR_10357	STR genotype	0.15	II	13855665	Local eQTL	0.29	0.01	Low LD	5
C31C9.8.2	STR_9729	STR length	0.23	II	13855665	Local eQTL	0.29	0.65	Moderate LD	2
C31C9.9.1	STR_10056	STR genotype	0.37	II	13624696	Local eQTL	0.36	0.65	Moderate LD	3
C31C9.9.1	STR_10056	STR length	0.31	II	13624696	Local eQTL	0.36	0.65	Moderate LD	3
C31G12.1.1	STR_26249	STR genotype	0.24	V	18109827	Local eQTL	0.54	0.35	Moderate LD	2
C31G12.1.1	STR_26435	STR length	0.23	V	18109827	Local eQTL	0.48	0.47	Moderate LD	2
C31G12.2.1	STR_26066	STR genotype	0.25	V	18109630	Local eQTL	0.38	0.4	Moderate LD	2
C31G12.2.1	STR_25987	STR length	0.21	V	18109630	Local eQTL	0.36	0.4	Moderate LD	2
C31G12.4b.1	STR_25987	STR genotype	0.23	V	18106038	Local eQTL	0.27	0.68	Moderate LD	2
C31G12.4b.1	STR_25987	STR length	0.24	V	18106038	Local eQTL	0.26	0.64	Moderate LD	2
C32A3.2.1	STR_12507	STR genotype	0.01	III	4098226	Local eQTL	0.11	0.08	Low LD	4
